页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
24,90314910,---轮廓投影仪,6.7/5,20, ,1-6月[注5]：5%
24,903149,--其他：, , , , 
24,90314100,--制造半导体器件时检验半导体晶片、器件或检测光掩模或光栅用,0,17, , 
24,90314,-其他光学仪器及器具：, , , , 
24,90312000,-试验台,7,17, , 
24,90311000,-机械零件平衡试验机,4.7/3.5,17, , 
24,9031,本章其他税号未列名的测量或检验仪器、器具及机器；轮廓投影仪：, , , , 
24,90309000,-零件、附件,4.7,17, , 
24,90308990,---其他,5.3/4,20, , 
24,90308910,---电感及电容测试仪,9.3/7,80, , 
24,903089,--其他：, , , , 
24,90308490,---其他,5.3/4,20, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
25,90308410,---电感及电容测试仪,6.7/5,80, , 
25,903084,--其他，带记录装置：, , , , 
25,90308200,--测试或检验半导体晶片或器件用,0,20, , 
25,90308,-其他仪器及装置：, , , , 
25,90304090,---其他,0,20, , 
25,90304010,---测试频率在12.4吉赫兹以下的数字式频率计,0,80, , 
25,90304,-通讯专用的其他仪器及装置（例如，串音测试器、增益测量仪、失真度表、噪声计)：, , , , 
25,90303900,--其他，带记录装置,5.3/4,20, , 
25,90303390,---其他,6.8/5.6,20, , 
25,90303320,---电阻测试仪,14,80, , 
25,90303310,---量程在五位半及以下的数字电流表、电压表,11.3/9.4,130, , 
25,903033,--其他，不带记录装置：, , , , 
25,90303200,--万用表，带记录装置,5.3/4,20, , 
25,90303190,---其他,2.5/1.3,20, , 
25,90303110,---量程在五位半及以下的数字万用表,7.5/3.8,130, , 
25,903031,--万用表，不带记录装置：, , , , 
25,90303,-检测电压、电流、电阻或功率的其他仪器及装置：, , , , 
25,90302090,---其他,2.5/1.3,20, , 
25,90302010,---测试频率在300兆赫兹以下的通用示波器,4/2,80, , 
25,90302,-示波器：, , , , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
26,90301000,-离子射线的测量或检验仪器及装置,3.3/2.5,20, , 
26,9030,示波器、频谱分析仪及其他用于电量测量或检验的仪器和装置，但不包括税目90.28的各种仪表；α射线、β射线、γ射线、Χ射线、宇宙射线或其他离子射线的测量或检验仪器及装置：, , , , 
26,90299000,-零件、附件,6,35, , 
26,90292090,---其他,10,35, , 
26,90292010,---车辆用速度计,10,35, , 
26,90292,-速度计及转速表，频闪观测仪：, , , , 
26,90291090,---其他,15,35, , 
26,90291020,---车费计、里程计,15,35, , 
26,90291010,---转数计,15,50, , 
26,90291,-转数计、产量计数器、车费计、里程计、步数计及类似仪表：, , , , 
26,9029,转数计、产量计数器、车费计、里程计、步数计及类似仪表；速度计及转速表，税目90.14及90.15的仪表除外；频闪观测仪：, , , , 
26,90289090,---其他,4.2/2.1,50, , 
26,90289010,---工业用,4.2/2.1,30, , 
26,90289,-零件、附件：, , , , 
26,90283090,---其他,5/2.5,30, , 
26,90283019,----其他,5/2.5,30, , 
26,90283014,----三相电子式(静止式),5/2.5,30, , 
26,90283013,----单相电子式(静止式),5/2.5,30, , 
26,90283012,----三相感应式,5/2.5,30, , 
26,90283011,----单相感应式,5/2.5,30, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
27,9028301,---电度表：, , , , 
27,90283,-电量计：, , , , 
27,90282090,---其他,10,30, , 
27,90282010,---水表,10,30, , 
27,90282,-液量计：, , , , 
27,90281090,---其他,10,30, , 
27,90281010,---煤气表,10,30, , 
27,90281,-气量计：, , , , 
27,9028,生产或供应气体、液体及电力用的计量仪表，包括它们的校准仪表：, , , , 
27,90279000,-检镜切片机；零件、附件,0,17, , 
27,90278099,----其他,0,17, , 
27,90278091,----曝光表,9.3/7,70, , 
27,9027809,---其他：, , , , 
27,90278019,----其他,0,17, , 
27,90278012,----质谱联用仪,0,17, , 
27,90278011,----集成电路生产用氦质谱检漏台,0,17, , 
27,9027801,---质谱仪：, , , , 
27,90278,-其他仪器及装置：, , , , 
27,90275000,-使用光学射线（紫外线、可见光、红外线)的其他仪器及装置,0,17, , 
27,90273000,-使用光学射线（紫外线、可见光、红外线)的分光仪、分光光度计及摄谱仪,0,17, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
28,90272020,---电泳仪,0,17, , 
28,90272019,----其他,0,17, , 
28,90272012,----液相色谱仪,0,17, , 
28,90272011,----气相色谱仪,0,17, , 
28,9027201,---色谱仪：, , , , 
28,90272,-色谱仪和电泳仪：, , , , 
28,90271000,-气体或烟雾分析仪,5.3/4.4,17, ,1-6月[注5]：5%
28,9027,理化分析仪器及装置（例如，偏振仪、折光仪、分光仪、气体或烟雾分析仪)；测量或检验黏性、多孔性、膨胀性、表面张力及类似性能的仪器及装置；测量或检验热量、声量或光量的仪器及装置（包括曝光表)；检镜切片机：, , , , 
28,90269000,-零件、附件,0,17, , 
28,90268090,---其他,0,17, , 
28,90268010,---测量气体流量的仪器及装置,0,17, , 
28,90268,-其他仪器及装置：, , , , 
28,90262090,---其他,0,17, , 
28,90262010,---压力／差压变送器,0,17, , 
28,90262,-测量、检验压力的仪器及装置：, , , , 
28,90261000,-测量、检验液体流量或液位的仪器及装置,0,17, , 
28,9026,液体或气体的流量、液位、压力或其他变化量的测量或检验仪器及装置（例如，流量计、液位计、压力表、热量计)，但不包括税目90.14、90.15、90.28或90.32的仪器及装置：, , , , 
28,90259000,-零件、附件,5.3/4,20, ,3
28,90258000,-其他仪器,11,30, , 
28,90251990,---其他,5.6/4.2,80, ,4
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
29,90251910,---工业用,5.6/4.2,20, , 
29,902519,--其他：, , , , 
29,90251100,--液体温度计，可直接读数,4,40, , 
29,90251,-温度计及高温计，未与其他仪器组合：, , , , 
29,9025,记录式或非记录式的液体比重计及类似的浮子式仪器、温度计、高温计、气压计、湿度计、干湿球湿度计及其组合装置：, , , , 
29,90249000,-零件、附件,4/3,20, , 
29,90248000,-其他机器及器具,3.8/3.1,20, , 
29,90241090,---其他,4.7/3.5,20, , 
29,90241020,---硬度计,4.7/3.5,20, , 
29,90241010,---电子万能试验机,4.7/3.5,20, , 
29,90241,-金属材料的试验用机器及器具：, , , , 
29,9024,各种材料（例如，金属、木材、纺织材料、纸张、塑料)的硬度、强度、压缩性、弹性或其他机械性能的试验机器及器具：, , , , 
29,90230090,---其他,3.5/1.8,20, , 
29,90230010,---教习头,3.5/1.8,20, , 
29,9023,专供示范（例如，教学或展览)而无其他用途的仪器、装置及模型：, , , , 
29,90229090,---其他,6,11, ,1
29,90229010,---X射线影像增强器,3/1.5,11, , 
29,90229,-其他，包括零件、附件：, , , , 
29,90223000,-X射线管,1.3/1,11, , 
29,90222990,---其他,4/3,11, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
30,90222910,---γ射线无损探伤检测仪,4/3,11, , 
30,902229,--其他：, , , , 
30,90222100,--医疗、外科、牙科或兽医用,2/1,11, , 
30,90222,-α射线、β射线、γ射线的应用设备，不论是否用于医疗、外科、牙科或兽医，包括射线照相或射线治疗设备：, , , , 
30,90221990,---其他,2.7/2,11, , 
30,90221920,---X射线无损探伤检测仪,2.7/2,11, , 
30,90221910,---低剂量X射线安全检查设备,2.7/2,11, , 
30,902219,--其他：, , , , 
30,90221400,--其他，医疗、外科或兽医用,2.7/2,11, , 
30,90221300,--其他，牙科用,2/1,11, , 
30,90221200,--X射线断层检查仪,4/3.3,11, , 
30,90221,-X射线的应用设备，不论是否用于医疗、外科、牙科或兽医，包括射线照相或射线治疗设备：, , , , 
30,9022,X射线或α射线、β射线、γ射线的应用设备，不论是否用于医疗、外科、牙科或兽医，包括射线照相及射线治疗设备，X射线管及其他 X射线发生器、高压发生器、控制板及控制台、荧光屏、检查或治疗用的桌、椅及类似品：, , , , 
30,90219090,---其他,2.7/2,17, ,0
30,90219019,----其他,2.7/2,17, ,1-6月[注5]：2%
30,90219011,----血管支架,2.7/2,17, ,1-6月[注5]：2%
30,9021901,---支架：, , , , 
30,90219,-其他：, , , , 
30,90215000,-心脏起搏器，不包括零件、附件,2.7/2,7, ,1-6月[注5]：2%
30,90214000,-助听器，不包括零件、附件,4,17, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
31,90213900,--其他,4,17, , 
31,90213100,--人造关节,4,17, , 
31,90213,-其他人造的人体部分：, , , , 
31,90212900,--其他,4,17, ,2
31,90212100,--假牙,4,17, , 
31,90212,-假牙及牙齿固定件：, , , , 
31,90211000,-矫形或骨折用器具,4,17, , 
31,9021,矫形器具，包括支具、外科手术带、疝气带；夹板及其他骨折用具；人造的人体部分；助听器及为弥补生理缺陷或残疾而穿戴、携带或植入人体内的其他器具：, , , , 
31,90200000,其他呼吸器具及防毒面具，但不包括既无机械零件又无可互换过滤器的防护面具,8,30, ,4
31,9020,其他呼吸器具及防毒面具，但不包括既无机械零件又无可互换过滤器的防护面具：, , , , 
31,90192000,-臭氧治疗器、氧气治疗器、喷雾治疗器、人工呼吸器及其他治疗用呼吸器具,4,17, , 
31,90191090,---其他,4,30, , 
31,90191010,---按摩器具,15,40, , 
31,90191,-机械疗法器具；按摩器具；心理功能测验装置：, , , , 
31,9019,机械疗法器具；按摩器具；心理功能测验装置；臭氧治疗器；氧气治疗器、喷雾治疗器、人工呼吸器及其他治疗用呼吸器具：, , , , 
31,90189099,----其他,4,17, , 
31,90189091,----宫内节育器,4,17, , 
31,9018909,---其他：, , , , 
31,90189070,---麻醉设备,4,17, , 
31,90189060,---输血设备,2.7/2,17, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
32,90189050,---透热疗法设备,2.7/2,17, , 
32,90189040,---肾脏透析设备（人工肾),2.7/2,17, , 
32,90189030,---内窥镜,2.7/2,17, , 
32,90189020,---血压测量仪器及器具,4,17, , 
32,90189010,---听诊器,4,17, , 
32,90189,-其他仪器及器具：, , , , 
32,90185000,-眼科用其他仪器及器具,2.7/2,17, , 
32,90184990,---其他,4,17, , 
32,90184910,---装有牙科设备的牙科用椅,4,17, , 
32,901849,--其他：, , , , 
32,90184100,--牙钻机，不论是否与其他牙科设备组装在同一底座上,4,17, , 
32,90184,-牙科用其他仪器及器具：, , , , 
32,90183900,--其他,4,17, , 
32,90183220,---缝合用针,4,17, , 
32,90183210,---管状金属针头,8,50, , 
32,901832,--管状金属针头及缝合用针：, , , , 
32,90183100,--注射器，不论是否装有针头,8,50, , 
32,90183,-注射器、针、导管、插管及类似品：, , , , 
32,90182000,-紫外线及红外线装置,2/1,17, , 
32,90181990,---其他,2.7/2,17, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
33,90181949,----其他,2.7/2,17, , 
33,90181941,----听力计,2.7/2,17, , 
33,9018194,---听力诊断装置：, , , , 
33,90181930,---病员监护仪,2.7/2,17, , 
33,901819,--其他：, , , , 
33,90181400,--闪烁摄影装置,5,17, , 
33,90181390,---零件,4,17, , 
33,90181310,---成套装置,4,17, , 
33,901813,--核磁共振成像装置：, , , , 
33,90181299,----其他,3.8/3.1,17, , 
33,90181291,----彩色超声波诊断仪,3.8/3.1,17, , 
33,9018129,---其他：, , , , 
33,90181210,---B型超声波诊断仪,5.3/4.4,35, , 
33,901812,--超声波扫描装置：, , , , 
33,90181100,--心电图记录仪,2.5/1.3,17, , 
33,90181,-电气诊断装置（包括功能检查或生理参数检查用装置)：, , , , 
33,9018,医疗、外科、牙科或兽医用仪器及器具，包括闪烁扫描装置、其他电气医疗装置及视力检查仪器：, , , , 
33,90179000,-零件、附件,0,20, , 
33,90178000,-其他仪器及器具,8,20, , 
33,90173000,-千分尺、卡尺及量规,8,20, , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
34,90172000,-其他绘图、划线或数学计算器具,0,70, , 
34,90171000,-绘图台及绘图机，不论是否自动,8,20, , 
34,9017,绘图、划线或数学计算仪器及器具（例如，绘图机、比例缩放仪、分度规、绘图工具、计算尺及盘式计算器)；本章其他税号未列名的手用测量长度的器具（例如，量尺、量带、千分尺及卡尺)：, , , , 
34,90160090,---其他,10.5,30, , 
34,90160010,---感量为0.1毫克或更精密的天平,9,14, , 
34,9016,感量为50毫克或更精密的天平，不论是否带有砝码：, , , , 
34,90159000,-零件、附件,3.3/2.5,14, , 
34,90158000,-其他仪器及装置,3.3/2.5,14, , 
34,90154000,-摄影测量用仪器及装置,6/4.5,14, , 
34,90153000,-水平仪,9,14, , 
34,90152000,-经纬仪及视距仪,6/4.5,14, , 
34,90151000,-测距仪,6/4.5,14, , 
34,9015,大地测量（包括摄影测量)、水道测量、海洋、水文、气象或地球物理用仪器及装置，不包括罗盘；测距仪：, , , , 
34,90149090,---其他,0.8/0.4,8, , 
34,90149010,---自动驾驶仪用,0.8/0.4,8, , 
34,90149,-零件、附件：, , , , 
34,90148000,-其他仪器及装置,1/0.5,8, , 
34,90142090,---其他,1/0.5,8, , 
34,90142010,---自动驾驶仪,1/0.5,8, , 
34,90142,-航空或航天导航仪器及装置（罗盘除外)：, , , , 
页码,税则号列,货品名称,最惠国税率,普通税率,出口税率,暂定税率
35,90141000,-定向罗盘,1/0.5,8, , 
35,9014,定向罗盘；其他导航仪器及装置：, , , , 
35,90139090,---其他,4.2/2.1,17, , 
35,90139020,---子目9013.8030所列货品用,4.2/2.1,17, , 
35,90139010,---税号9013.1000及9013.2000所列货品用,6,11, , 
35,90139,-零件、附件：, , , , 
35,90138090,---其他,5,17, , 
35,90138030,---液晶显示板,5,50, , 
35,90138020,---光学门眼,12,50, , 
35,90138010,---放大镜,12,50, , 
35,90138,-其他装置、仪器及器具：, , , , 
35,90132000,-激光器，但激光二极管除外,4/3,11, ,1-6月[注5]：3%
35,90131000,-武器用望远镜瞄准具；潜望镜式望远镜；作为本章或第十六类的机器、设备、仪器或器具部件的望远镜,8,14, , 
35,9013,其他税号未列名的液晶装置；激光器，但激光二极管除外；本章其他税号未列名的光学仪器及器具：, , , , 
